Geo Point;Geo Shape;objectid;id_lot;codcom;surfha;numads;numparc;typelot;nblot;datedecist;daact1;vocation;maouvr;etape;contrplh;datesig;date_modif;nomlot;decis;datedecis;datedecism;datetrans;modame;nature;nblog;prlog;amecrea;nblogplh;plh;obs;urbcrea
47.9712827173, -1.71052210182;"{""type"": ""Polygon"", ""coordinates"": [[[-1.709999854315936, 47.97143700035782], [-1.710248320848954, 47.971128522965714], [-1.710351781845148, 47.970995953233064], [-1.710534851864389, 47.97105673772119], [-1.710626202858367, 47.971087317646166], [-1.71084501680692, 47.97116042040725], [-1.710948299796766, 47.971015602133505], [-1.71095722240442, 47.97091764405452], [-1.710963466660004, 47.97084773078993], [-1.71101012149913, 47.97080012709792], [-1.711124311719638, 47.970866353819076], [-1.710706697916247, 47.971506907139236], [-1.710616243195048, 47.97163641972499], [-1.710430494380099, 47.97157718712213], [-1.710291738255369, 47.97153296494572], [-1.709999854315936, 47.97143700035782]]]}";220;360;35139;0.30292432;DP 35139 15 M0024;;Déclaration préalable;1;20150510;;Habitat;Communale;En cours d'aménagement;;20150520JC;2017-09-05T10:09:21Z;;;;;;;;;;;;;;
48.02081037, -1.65279648482;"{""type"": ""Polygon"", ""coordinates"": [[[-1.653182003255738, 48.021021329551], [-1.653118257510266, 48.02105288958128], [-1.652624896286287, 48.02111484838163], [-1.652580738287251, 48.02094021551434], [-1.652749668285614, 48.020921924239225], [-1.652734962325293, 48.020869117387114], [-1.652675463856265, 48.02087537408468], [-1.652621407615004, 48.02068513310085], [-1.652591643428969, 48.02066633578334], [-1.652582746939249, 48.02066262625722], [-1.652506265380421, 48.020665726406705], [-1.652376048916577, 48.020529865971724], [-1.652501071571167, 48.02051335470847], [-1.652660703709526, 48.02043917560706], [-1.653042793589712, 48.02078320845684], [-1.653058640641238, 48.02080941800818], [-1.653182003255738, 48.021021329551]]]}";366;503;35266;0.2077654;DP 35266 16 M0030;AB669, 693, 695, 774, 776, 794;Déclaration préalable;;20161109;;Habitat;Communale;En cours d'aménagement;;20161219MT;2017-09-05T10:09:21Z;;;;;;;;;;;;;;
47.9764914462, -1.58300963466;"{""type"": ""Polygon"", ""coordinates"": [[[-1.582637298651884, 47.977162383570864], [-1.582642955893015, 47.97707030917827], [-1.582470841269133, 47.97705584641913], [-1.582568879221294, 47.97659310819537], [-1.582612712865993, 47.97641529712895], [-1.582637601970641, 47.97615821619621], [-1.582647499965111, 47.976045782935024], [-1.582688966739683, 47.97574042276226], [-1.582780115658361, 47.975756215690495], [-1.58292138809866, 47.97578012412256], [-1.583035429001719, 47.975804129495856], [-1.583180224378599, 47.97583447436018], [-1.583251096345707, 47.975849842855496], [-1.583506453554151, 47.97590126791736], [-1.583657273035216, 47.975922361125434], [-1.583561707322024, 47.97623090940799], [-1.583507591534885, 47.97640760196609], [-1.583388510820806, 47.97638731244039], [-1.583285054296841, 47.976369191582876], [-1.583275768333261, 47.976449123725764], [-1.58326972204404, 47.976497480414444], [-1.583265303600546, 47.97662172895666], [-1.583260969835699, 47.976706058440804], [-1.58340527766784, 47.97671876239869], [-1.583343981203398, 47.97693556736693], [-1.583281437747239, 47.977156476747346], [-1.583225589360647, 47.97718799213931], [-1.583193519495586, 47.9773257799133], [-1.583044210336168, 47.97727786497883], [-1.582889051234323, 47.977232075789736], [-1.582744335101114, 47.97719055447118], [-1.582668805323669, 47.97716807337049], [-1.582637298651884, 47.977162383570864]]]}";89;192;35088;0.9662623;PA 35088 13 M0001;;Permis d'aménager;18;;;Habitat;Communale;En cours d'aménagement;Non;20140826JC;2017-09-05T10:09:21Z;Le Champ du Bourg;AM;20131014;20141203;;;;;;;;;;
48.0947901863, -1.80330444052;"{""type"": ""Polygon"", ""coordinates"": [[[-1.80372695644203, 48.09489182081999], [-1.803346879578598, 48.095021252458444], [-1.803114635016497, 48.09509889159554], [-1.803043059614291, 48.094984384778144], [-1.803015041713295, 48.09491174996016], [-1.802989856941898, 48.09482620016461], [-1.802980931410883, 48.094767907124776], [-1.802973778432951, 48.094679531126516], [-1.80295677590764, 48.09464140129761], [-1.80319437765415, 48.09455946884433], [-1.803431015329352, 48.09447874767688], [-1.803570525602501, 48.09466666831571], [-1.803602350905751, 48.094712289091866], [-1.803639015759373, 48.094765097177564], [-1.80372695644203, 48.09489182081999]]]}";284;421;35240;0.23931822;DP 35240 16 M0004;ZI569, 581, 666;Déclaration préalable;2;;;Habitat;Communale;En cours d'aménagement;;20160303MT;2017-09-05T10:09:21Z;;AM;20160210;;;;;;;;;;;
48.0363073754, -1.69320773515;"{""type"": ""Polygon"", ""coordinates"": [[[-1.693523784285365, 48.03744812668119], [-1.693311376926244, 48.037449780937365], [-1.693154265162786, 48.03743746027523], [-1.692965862538911, 48.03741938982801], [-1.692750733465443, 48.037397004864424], [-1.692603787031296, 48.03739156687578], [-1.692448556663273, 48.03740142549254], [-1.69239185502346, 48.03736148135976], [-1.692369853163302, 48.037321921253685], [-1.692348890426093, 48.03726718022861], [-1.692312467867535, 48.03716206887377], [-1.692313007625442, 48.036997956850556], [-1.692312909680294, 48.036881538975955], [-1.692262031303413, 48.036762240397586], [-1.692227540789252, 48.03670796211049], [-1.692172156827024, 48.03662335969629], [-1.692138425831236, 48.036537511916464], [-1.692124282382079, 48.03648240206628], [-1.6921225004535, 48.036388850799845], [-1.692122379922665, 48.03627513714683], [-1.692102965518267, 48.03619158778801], [-1.692064918440884, 48.03613808558609], [-1.692021974291438, 48.036082440648514], [-1.691943829028083, 48.035994262852846], [-1.691802419190968, 48.035836762742036], [-1.691779121115151, 48.03579031707291], [-1.691745191217024, 48.035718534469126], [-1.691698565476377, 48.03565637175842], [-1.692316368226651, 48.03561093921781], [-1.693204101499477, 48.035540502422634], [-1.693946945974863, 48.03548427256843], [-1.693956518446777, 48.03548316032388], [-1.693958648943236, 48.03540756107778], [-1.69396359926269, 48.035371855363564], [-1.693983706699803, 48.03532552774835], [-1.69434357842534, 48.03531595015866], [-1.694801106962792, 48.035298773697875], [-1.694751262366049, 48.035388939523635], [-1.69465536483503, 48.0355607358114], [-1.694471593235565, 48.03587732742917], [-1.694260857272095, 48.0362416980864], [-1.694245764943095, 48.03626781627715], [-1.69421796780574, 48.036270935216564], [-1.694228256398343, 48.03630430579043], [-1.694115448088198, 48.03648373133764], [-1.694010691990852, 48.03665715060381], [-1.693899294207273, 48.03683732918641], [-1.693716121422478, 48.03712956499023], [-1.693523784285365, 48.03744812668119]]]}";319;456;35066;3.20715685;PA 35066 15 M0001;AH171, 384;Permis d'aménager;14;;;Mixte;Communale;En cours d'aménagement;;20160527MT;2017-09-05T10:09:21Z;Parc de la Ferrière;AM;20160517;;;;;;;;;;;
48.0735177496, -1.85046527761;"{""type"": ""Polygon"", ""coordinates"": [[[-1.850670437034747, 48.07365324696545], [-1.85049931187296, 48.07368246143222], [-1.850329527985066, 48.07370305755031], [-1.850232536585204, 48.0737155335555], [-1.850239293393895, 48.07361431320655], [-1.850252135081139, 48.073397571686456], [-1.850321724106688, 48.07334822162795], [-1.85069638285295, 48.07334132535282], [-1.850699484640319, 48.07352738366484], [-1.850697548685345, 48.07355828666813], [-1.850688923387402, 48.07361101094269], [-1.850670437034747, 48.07365324696545]]]}";395;531;35196;0.12511449;DP 35196 16 M0113;AH32, 33;Déclaration préalable;1;;;Habitat;Communale;En cours d'aménagement;;20170424MT;2017-09-05T10:09:21Z;;AM;20170227;;;;;;;;;;;
47.9714100917, -1.71116548855;"{""type"": ""Polygon"", ""coordinates"": [[[-1.710706697916247, 47.971506907139236], [-1.711124311719638, 47.970866353819076], [-1.711171352186708, 47.97089073386311], [-1.71160033170636, 47.97114083123107], [-1.711467461988537, 47.97151908502161], [-1.711470272549693, 47.97171045799381], [-1.711453195588076, 47.97190742405105], [-1.711274568567018, 47.971849792471446], [-1.710616243195048, 47.97163641972499], [-1.710706697916247, 47.971506907139236]]]}";1210;539;35139;0.47427963;DP 35139 17 M0018;L280;Déclaration préalable;1;;;Habitat;Communale;En cours d'aménagement;;20170619MT;2017-09-05T10:09:21Z;;AM;20170427;;;;;;;;;;;
48.063005188, -1.6169774241;"{""type"": ""Polygon"", ""coordinates"": [[[-1.616357087545284, 48.0626975731615], [-1.616298147275823, 48.062633715252026], [-1.616483136796844, 48.06263105679245], [-1.616988484391735, 48.06267093691994], [-1.617062617758295, 48.06275887238704], [-1.617354924736216, 48.06309789886149], [-1.617497829139446, 48.06326488439662], [-1.617518230610903, 48.06331263045409], [-1.617402474936408, 48.06343712163019], [-1.617242136225967, 48.063467443763514], [-1.617192825025513, 48.06343311376931], [-1.617090951573383, 48.06335215003075], [-1.616847617340438, 48.063136849857614], [-1.616722276053321, 48.06302493216732], [-1.616656637797288, 48.06296584879573], [-1.616549931865618, 48.06287291480683], [-1.616357087545284, 48.0626975731615]]]}";112;254;35352;0.35825434;DP 35352 14 M0038;AK156;Déclaration préalable;1;20140606;;Habitat;Communale;En cours d'aménagement;Non;20140908JC;2017-09-05T10:09:21Z;;;;;;;;;;;;;;
47.9865545348, -1.71869644963;"{""type"": ""Polygon"", ""coordinates"": [[[-1.719160358976459, 47.986550001548345], [-1.719186441906864, 47.98669896577177], [-1.719017968580285, 47.986710583147804], [-1.71897320999563, 47.98670845966432], [-1.718762343731347, 47.98668063936914], [-1.718582539604298, 47.98666812154469], [-1.718210715749508, 47.98664160508201], [-1.718215359048994, 47.98643658843246], [-1.718245757611252, 47.98641668468251], [-1.719024943024389, 47.986425270275966], [-1.719160358976459, 47.986550001548345]]]}";392;528;35139;0.19574608;DP 35139 16 M0075;ZB112;Déclaration préalable;1;;;Habitat;Communale;En cours d'aménagement;;20170424MT;2017-09-05T10:09:21Z;;AM;20170206;;;;;;;;;;;
48.218912188, -1.89047057883;"{""type"": ""Polygon"", ""coordinates"": [[[-1.890348102376999, 48.218828045689904], [-1.890356373378754, 48.21880155960224], [-1.890490034550446, 48.21882021861667], [-1.890627493662015, 48.21880789496666], [-1.890630305932383, 48.21881336307385], [-1.890635267205353, 48.21881873995729], [-1.890647790691562, 48.21882848210778], [-1.890649958949902, 48.2188300122398], [-1.890626724993479, 48.21888209696685], [-1.890596494504599, 48.21894853751697], [-1.890577912401185, 48.21900132596961], [-1.890570031738924, 48.219030499128], [-1.890560619094211, 48.21902936662866], [-1.890295862740165, 48.21899635556459], [-1.890300155992147, 48.218981934259205], [-1.890348102376999, 48.218828045689904]]]}";249;386;35245;0.04827719;DP 35245 14 B0033;;Déclaration préalable;1;20141128;;Habitat;Communale;En cours d'aménagement;Non;20151009JC;2017-09-05T10:09:21Z;;;;;;;;;;;;;;
48.1536521834, -1.8410764943;"{""type"": ""Polygon"", ""coordinates"": [[[-1.840721275586764, 48.15360269453465], [-1.840786693014516, 48.15359084052535], [-1.841069781952242, 48.15355351740898], [-1.841153705662344, 48.15354512015708], [-1.841354848460974, 48.15349997916985], [-1.841400950791666, 48.153612219528306], [-1.84143724826002, 48.15370324398171], [-1.841487478557734, 48.15376051860478], [-1.841200351654683, 48.15373051388354], [-1.841079273695342, 48.15373479684624], [-1.840644251969919, 48.15376337165249], [-1.840721275586764, 48.15360269453465]]]}";340;477;35275;0.11375887;DP 35275 16 M0022;E108;Déclaration préalable;1;;;Habitat;Communale;En cours d'aménagement;;20160812MT;2017-09-05T10:09:21Z;;AM;20160705;;;;;;;;;;;
48.0779274204, -1.61115275483;"{""type"": ""Polygon"", ""coordinates"": [[[-1.610941373942664, 48.078011197357725], [-1.61063892538525, 48.077932328727016], [-1.610552801485637, 48.07797065429486], [-1.610613921442, 48.07785413114253], [-1.610696674428414, 48.07787288608705], [-1.610778446305138, 48.077894203235125], [-1.610888012302642, 48.0779180993044], [-1.610929625222248, 48.0779022833136], [-1.610966468725165, 48.07788575765368], [-1.611113532632022, 48.0775724236685], [-1.61130752832616, 48.077599238519284], [-1.611525339002786, 48.07762924207445], [-1.611461348806241, 48.07799799029805], [-1.61145748932048, 48.07801949968669], [-1.611435696975595, 48.07803443035775], [-1.611291473601953, 48.07813428596495], [-1.611156748384244, 48.07822006451336], [-1.611060677984569, 48.07827347643576], [-1.611007080632942, 48.07831166847387], [-1.610873434612003, 48.078322257154554], [-1.610827823752729, 48.07832192482181], [-1.610888566618263, 48.0781560400181], [-1.610941373942664, 48.078011197357725]]]}";202;4;35055;0.27985119;PA 35055 09 M0002;;Permis d'aménager;3;;;Habitat;Communale;En cours d'aménagement;Non;20150421JC;2017-09-05T10:09:21Z;La Heuzanne;AM;20100118;;;;;;;;;;;
47.9935895528, -1.67384400534;"{""type"": ""Polygon"", ""coordinates"": [[[-1.673491214217264, 47.99375089590109], [-1.673578293959299, 47.99361678013326], [-1.673631609270898, 47.99353089663425], [-1.673645472208182, 47.99351050783196], [-1.673660162388219, 47.99349332925586], [-1.673687318053155, 47.993462576991114], [-1.673707755244044, 47.993443632413], [-1.673777339186182, 47.993387723151315], [-1.673836759532593, 47.993344122344], [-1.673917910702387, 47.99328846258255], [-1.673985416941201, 47.993246694864986], [-1.67400118654226, 47.99335724712348], [-1.674020924164119, 47.993496833093374], [-1.67410586509253, 47.99349940956709], [-1.674088694343647, 47.99380386734361], [-1.674071367690988, 47.99380673592228], [-1.674065428793683, 47.993798958176455], [-1.674051577616245, 47.993786817127976], [-1.674035185574017, 47.99377775320614], [-1.674020054548323, 47.993772242272264], [-1.674003910754088, 47.99377037696844], [-1.673835851608447, 47.99379281303433], [-1.67372990848679, 47.99380145455035], [-1.673596423597207, 47.993772741397464], [-1.673491214217264, 47.99375089590109]]]}";41;96;35208;0.16763832;DP 35208 13 M0002;AB5, 315;Déclaration préalable;2;20130211;;Habitat;Communale;En cours d'aménagement;Non;20140806JC;2017-09-05T10:09:21Z;;;;;;;;;;;;;;
48.1534854489, -1.83612863244;"{""type"": ""Polygon"", ""coordinates"": [[[-1.836141227675083, 48.15320194230282], [-1.836353943209802, 48.15319110936398], [-1.836448017312401, 48.153408485359336], [-1.836518355164087, 48.15357098576328], [-1.836556624838905, 48.15364868113392], [-1.836575818027969, 48.15368671530016], [-1.836370168585323, 48.15371545542494], [-1.836338133575493, 48.153719956009304], [-1.836304268044277, 48.153862774664255], [-1.836071354599765, 48.15380767878524], [-1.835976164823731, 48.153733366793546], [-1.835944147606418, 48.15370362165583], [-1.835913455725344, 48.15367508246374], [-1.835842953627429, 48.153589729727045], [-1.835826048120222, 48.153566018208444], [-1.835802313296195, 48.15353268071077], [-1.835744944456909, 48.153435150759265], [-1.835714997280786, 48.153365756750674], [-1.835704957430265, 48.15333914326337], [-1.835679085354403, 48.15327011869938], [-1.835673565029083, 48.153225652138836], [-1.83589861393536, 48.15321421161892], [-1.836141227675083, 48.15320194230282]]]}";186;327;35275;0.31876677;PA 35275 09 U0001;;Permis d'aménager;5;;;Habitat;Communale;Achevé;Non;20150415JC;2017-09-05T10:09:21Z;La Saudrais;AM;20090616;20101129;;;Extension urbaine;;;;;;;
48.1835718692, -1.72898412305;"{""type"": ""Polygon"", ""coordinates"": [[[-1.728657124179273, 48.18358783624558], [-1.728756750450659, 48.183415239639245], [-1.728911554738884, 48.18345907293695], [-1.728921823701975, 48.183443242428275], [-1.729219217082625, 48.18352113761159], [-1.729238735969715, 48.18352826556164], [-1.729255146248267, 48.18353822448123], [-1.729267206795379, 48.183550704910196], [-1.729274684433824, 48.18356463511078], [-1.72927644753994, 48.183579430795625], [-1.729273084853031, 48.183594166686106], [-1.729264886450957, 48.183626672589114], [-1.729208433274876, 48.183736762507245], [-1.728943702374364, 48.18366680708199], [-1.728773853237751, 48.18361908620021], [-1.728697207462352, 48.18359880544283], [-1.728657124179273, 48.18358783624558]]]}";216;356;35059;0.09465445;DP 35059 15 M0007;;Déclaration préalable;1;20150419;;Habitat;Communale;En cours d'aménagement;;20150504JC;2017-09-05T10:09:21Z;;;;;;;;;;;;;;
47.9763225258, -1.72829998561;"{""type"": ""Polygon"", ""coordinates"": [[[-1.728136707122317, 47.97648584065177], [-1.728119021044931, 47.97640710160736], [-1.7280737538154, 47.97616304869077], [-1.728468269564643, 47.97620950100866], [-1.728541588779611, 47.97621804563383], [-1.72850954094696, 47.97641179336767], [-1.728441155583279, 47.9764560995127], [-1.728136707122317, 47.97648584065177]]]}";394;530;35139;0.09527776;DP 35139 17 M0012;L25;Déclaration préalable;1;;;Habitat;Communale;En cours d'aménagement;;20170424MT;2017-09-05T10:09:21Z;;AM;20170307;;;;;;;;;;;
48.2216082467, -1.78810427078;"{""type"": ""Polygon"", ""coordinates"": [[[-1.788398964981046, 48.22161760340691], [-1.788314414840856, 48.22165094451353], [-1.788040607929338, 48.22176478131233], [-1.787956685845888, 48.221800529092235], [-1.787764315575457, 48.22164758052433], [-1.787836342593522, 48.221608632509785], [-1.788073215823038, 48.22149786287039], [-1.788158407485233, 48.22145692577148], [-1.788172481497457, 48.22145021322471], [-1.788218297699174, 48.22142812395106], [-1.788275042071688, 48.221411888443654], [-1.788303018935117, 48.221405319031085], [-1.788343587649917, 48.22149203414285], [-1.788364628800979, 48.22148773543377], [-1.788379507416975, 48.221520098540765], [-1.788340363659444, 48.221528393616154], [-1.788397035559566, 48.22161425928805], [-1.788398964981046, 48.22161760340691]]]}";387;523;35120;0.10295912;DP 35120 16 M0054;AO174, 175;Déclaration préalable;1;;;Habitat;Communale;En cours d'aménagement;;20170424MT;2017-09-05T10:09:21Z;;AM;20170216;;;;;;;;;;;
